,latitude,longitude,free_bikes
0,43.665269,-79.319796,16
1,43.67142,-79.445947,0
2,43.666224,-79.317693,21
3,43.653236,-79.376716,0
4,43.663722,-79.380288,8
5,43.657763,-79.389165,22
6,43.656729,-79.382736,17
7,43.664467,-79.414783,3
8,43.675492,-79.388858,10
9,43.674991,-79.396273,3
10,43.671944,-79.387778,2
11,43.662365,-79.351104,2
12,43.646144,-79.377962,25
13,43.663993,-79.358534,3
14,43.657266,-79.374756,4
15,43.6672144,-79.3452697,14
16,43.673939,-79.441159,2
17,43.657991,-79.340075,8
18,43.66745,-79.329408,19
19,43.672453,-79.338259,5
20,43.6592088,-79.3348396,14
21,43.689211,-79.35438,5
22,43.656927,-79.378497,13
23,43.658295,-79.372346,4
24,43.6940155,-79.2889842,4
25,43.6809164,-79.4229684,6
26,43.6910667,-79.39535,0
27,43.6975969,-79.39654,2
28,43.639832,-79.395954,29
29,43.667158,-79.402761,3
30,43.667333,-79.399429,2
31,43.6480008,-79.383177,4
32,43.656518,-79.389099,4
33,43.687999,-79.38906,2
34,43.6563889,-79.45166666666667,12
35,43.639179,-79.399595,11
36,43.6616667,-79.40138888888889,3
37,43.66666667,-79.45833333333334,5
38,43.657192,-79.452559,5
39,43.6576,-79.4032,10
40,43.660694,-79.379052,0
41,43.636533,-79.395854,24
42,43.659777,-79.382767,10
43,43.643667,-79.380414,8
44,43.666233,-79.373327,13
45,43.640114,-79.393249,19
46,43.653766,-79.4016759,4
47,43.6587734,-79.443054,1
48,43.6538888888889,-79.4413888888889,4
49,43.6508333333333,-79.4430555555556,3
50,43.651238,-79.43868,4
51,43.6544915,-79.422634,1
52,43.6543604,-79.4655296,2
53,43.635932,-79.465083,16
54,43.654501,-79.460053,10
55,43.634896,-79.467763,11
56,43.6314,-79.4304,22
57,43.636731,-79.444966,17
58,43.6534268,-79.4512787,0
59,43.7112153,-79.39894,0
60,43.655227,-79.39201,3
61,43.685167,-79.34962,1
62,43.6704537,-79.39014,3
63,43.6691099,-79.38551,4
64,43.641389,-79.404444,12
65,43.643834,-79.396649,4
66,43.6545174,-79.3895315,11
67,43.665846,-79.404998,4
68,43.6461,-79.3895,8
69,43.671349,-79.29451,8
70,43.667208,-79.312315,1
71,43.669328,-79.288949,13
72,43.672571,-79.289,12
73,43.638497,-79.39192,17
74,43.662771,-79.315223,10
75,43.66852,-79.363525,4
76,43.652473,-79.401456,9
77,43.643975,-79.419576,21
78,43.651318,-79.36023,9
79,43.656094,-79.381484,27
80,43.670318,-79.405181,2
81,43.676667,-79.416111,4
82,43.640634,-79.435841,22
83,43.639444,-79.423611,13
84,43.67,-79.42083333333333,2
85,43.671389,-79.416389,3
86,43.68,-79.42500000000001,1
87,43.6394444,-79.42527777777778,15
88,43.675791,-79.40698,3
89,43.675556,-79.410278,2
90,43.674444,-79.414722,0
91,43.671513,-79.408317,0
92,43.6783213,-79.35822,11
93,43.6848652,-79.356602,7
94,43.68395,-79.347046,2
95,43.690537,-79.341307,4
96,43.704461,-79.423122,0
97,43.659195,-79.329196,3
98,43.651885,-79.3649,10
99,43.682645,-79.377557,0
100,43.6475,-79.43305555555555,11
101,43.6494896,-79.393535,7
102,43.671526,-79.44874,0
103,43.6452972,-79.3827914,10
104,43.6452091,-79.3960744,12
105,43.6555556,-79.43361111111112,15
106,43.678077,-79.390328,9
107,43.645665,-79.415345,18
108,43.6493472,-79.42668,6
109,43.660207,-79.361275,13
110,43.648655,-79.367061,20
111,43.648711,-79.389728,27
112,43.6605603,-79.3437663,11
113,43.6561111,-79.36138888888888,6
114,43.652219,-79.354455,0
115,43.650279,-79.356832,4
116,43.649147,-79.395504,11
117,43.643795,-79.375413,29
118,43.662085,-79.397735,0
119,43.659575,-79.365769,6
120,43.65205,-79.362198,13
121,43.668456,-79.393899,17
122,43.639052,-79.399792,14
123,43.6448617,-79.42822,13
124,43.6409,-79.432837,17
125,43.6430555555556,-79.4275,21
126,43.660414,-79.415646,2
127,43.661975,-79.407896,3
128,43.65905,-79.422988,3
129,43.66,-79.4088888888889,0
130,43.690564,-79.326319,9
131,43.688325,-79.300463,9
132,43.65716,-79.46478,3
133,43.6772,-79.35858,0
134,43.662712,-79.379903,3
135,43.658938,-79.383518,3
136,43.683378,-79.322961,2
137,43.6425636,-79.3762,3
138,43.6521,-79.4486,5
139,43.669969,-79.386532,0
140,43.633473,-79.425679,1
141,43.630254,-79.420317,27
142,43.662403,-79.423098,21
143,43.656945,-79.424911,4
144,43.6817346,-79.4184725,0
145,43.683296,-79.418734,15
146,43.673831,-79.281455,16
147,43.666325,-79.3014,14
148,43.651145,-79.423742,11
149,43.654905,-79.398448,14
150,43.651118,-79.369411,2
151,43.6571,-79.4056,6
152,43.652823,-79.393388,26
153,43.665527,-79.387499,9
154,43.6582,-79.3768,5
155,43.671172,-79.354704,9
156,43.677076,-79.35667,2
157,43.680223,-79.344062,12
158,43.678401,-79.346289,2
159,43.681991,-79.329455,11
160,43.6422222,-79.41111111111111,10
161,43.663808,-79.410491,1
162,43.6666667,-79.41166666666668,9
163,43.6638889,-79.41888888888889,7
164,43.661705,-79.425734,1
165,43.6686111,-79.42027777777778,4
166,43.665327,-79.43235,13
167,43.657343,-79.43112,4
168,43.645324,-79.40345,19
169,43.650256,-79.36163,0
170,43.651111111111106,-79.4213888888889,8
171,43.656296,-79.414663,13
172,43.651281,-79.411717,5
173,43.65277778,-79.42972222,4
174,43.655,-79.418889,12
175,43.668553,-79.338673,13
176,43.663912,-79.327987,10
177,43.6462176,-79.3855048,14
178,43.69595,-79.328535,7
179,43.6753188,-79.3462789,5
180,43.6720273,-79.3470557,11
181,43.637981,-79.424146,11
182,43.640885,-79.416379,11
183,43.6552778,-79.36583333333333,0
184,43.6712581,-79.376367,0
185,43.664524,-79.36793,7
186,43.665867,-79.362506,7
187,43.648575,-79.380042,11
188,43.643473,-79.390477,12
189,43.645859,-79.38783,26
190,43.662132,-79.3656796,7
191,43.640722,-79.391051,10
192,43.66207,-79.37617,1
193,43.660206,-79.3244,7
194,43.668633,-79.291162,5
195,43.665801,-79.384796,0
196,43.668153,-79.38891,2
197,43.657024,-79.377257,5
198,43.662862,-79.383572,7
199,43.7063473,-79.40161,3
200,43.6978701,-79.39419,0
201,43.696708,-79.40045,1
202,43.6476616,-79.37549,1
203,43.6487245,-79.36839,13
204,43.64852,-79.380576,10
205,43.656026,-79.385327,7
206,43.645323,-79.395003,13
207,43.677778,-79.405556,0
208,43.641646,-79.375308,15
209,43.646162,-79.378912,9
210,43.687323,-79.304848,0
211,43.668991,-79.379385,1
212,43.6622222,-79.3825,6
213,43.64333333333333,-79.40555555555557,17
214,43.6575,-79.39527777777778,3
215,43.657424,-79.381019,17
216,43.64595,-79.378761,18
217,43.668427,-79.38725,5
218,43.669604,-79.381171,3
219,43.661673,-79.337789,16
220,43.665656,-79.352055,17
221,43.6308933,-79.4722622,16
222,43.6224434,-79.480284,19
223,43.66986,-79.398443,0
224,43.659471,-79.350325,8
225,43.650492,-79.450842,4
226,43.640255,-79.439223,5
227,43.637922,-79.431734,1
228,43.643769,-79.447915,12
229,43.649172,-79.4445087,13
230,43.663912,-79.416124,7
231,43.6458569,-79.3853654,19
232,43.66587,-79.33443,9
233,43.658816,-79.367318,4
234,43.654004,-79.444792,8
235,43.6397,-79.44865,14
236,43.653809,-79.3595,12
237,43.673768,-79.391253,5
238,43.656638,-79.358749,0
239,43.716652,-79.399993,3
240,43.684261,-79.299332,1
241,43.678685,-79.297974,7
242,43.65143,-79.47779,8
243,43.64976,-79.48477,13
244,43.664182,-79.449066,8
245,43.64407,-79.3929,18
246,43.61868,-79.48674,14
247,43.6442,-79.38702,18
248,43.64283,-79.38409,12
249,43.65182,-79.47421,16
250,43.685569,-79.408019,1
251,43.651678,-79.375233,6
252,43.651838,-79.378743,2
253,43.645653,-79.464366,4
254,43.665221,-79.394009,8
255,43.688148,-79.362101,10
256,43.669232,-79.374495,0
257,43.640075,-79.414156,16
258,43.678285,-79.347346,3
259,43.697139,-79.31469,9
260,43.694826,-79.295208,6
261,43.673118,-79.318651,15
262,43.689293,-79.295895,10
263,43.66908,-79.3149,6
264,43.66073,-79.47149,19
265,43.63121,-79.41414,8
266,43.66189,-79.42679,8
267,43.65389,-79.4675,2
268,43.676697,-79.445029,9
269,43.68114,-79.4277,1
270,43.663148,-79.347938,14
271,43.669813,-79.3335,10
272,43.633537,-79.437461,14
273,43.63632,-79.47307,2
274,43.697819,-79.38786,1
275,43.638426,-79.429142,5
276,43.65988,-79.38279,7
277,43.667023,-79.401805,4
278,43.66842,-79.410585,1
279,43.66402,-79.46418,2
280,43.66686,-79.46526,12
281,43.671278,-79.372127,4
282,43.635023,-79.399505,17
283,43.66834,-79.38235,0
284,43.65263,-79.38766,2
285,43.70547,-79.40355,3
286,43.641675,-79.354006,7
287,43.694341,-79.291416,11
288,43.64422,-79.36927,12
289,43.685924,-79.376304,0
290,43.645215,-79.364898,2
291,43.646677,-79.442741,4
292,43.63855,-79.46693,10
293,43.645599,-79.4657123,2
294,43.674923,-79.430465,1
295,43.684758,-79.316767,8
296,43.66663,-79.38148,8
297,43.685221,-79.294766,7
298,43.635492,-79.398253,23
299,43.63951,-79.383717,13
300,43.641529,-79.386741,22
301,43.6417852,-79.4131148,18
302,43.655766,-79.3802,18
303,43.680466,-79.432522,4
304,43.664088,-79.387095,34
305,43.65917,-79.46997,13
306,43.671535,-79.379173,2
307,43.646734,-79.38301,8
308,43.6662942,-79.4066433,0
309,43.675278,-79.423889,1
310,43.648928,-79.378623,1
311,43.6509552,-79.3707,4
312,43.715951,-79.351246,7
313,43.665645,-79.304711,14
314,43.645572,-79.39399,15
315,43.652777,-79.372637,1
316,43.665538,-79.451263,8
317,43.650325,-79.372287,11
318,43.66943,-79.38915,7
319,43.669244,-79.3894,3
320,43.688526,-79.412903,1
321,43.683351,-79.41562,0
322,43.6574766,-79.373446,5
323,43.636611,-79.400042,14
324,43.646552,-79.406468,8
325,43.647259,-79.379878,3
326,43.713524,-79.400162,5
327,43.65003919999999,-79.3733541,2
328,43.653264,-79.382458,22
329,43.663376,-79.392125,1
330,43.660439,-79.385525,7
331,43.659226,-79.390213,5
332,43.65995,-79.38964,0
333,43.661803,-79.389682,1
334,43.660087,-79.385655,0
335,43.6146692,-79.4873148,15
336,43.626265,-79.476723,18
337,43.63771,-79.458173,12
338,43.6390437,-79.4760109,15
339,43.6486599,-79.4376413,7
340,43.6423847,-79.4240277,21
341,43.6702236,-79.4360232,13
342,43.6752732,-79.3778458,9
343,43.645469,-79.411084,13
344,43.6882821,-79.4253856,0
345,43.651603,-79.408346,13
346,43.670206,-79.402643,0
347,43.661559,-79.413845,2
348,43.6560758,-79.393259,12
349,43.6580442,-79.3927404,2
350,43.6568254,-79.3966159,11
351,43.5927419,-79.54033009999999,6
352,43.597082,-79.522768,16
353,43.6171635,-79.4971065,8
354,43.612063,-79.496573,11
355,43.63732,-79.489083,5
356,43.5961692,-79.5160575,9
357,43.613606,-79.4883535,15
358,43.664665,-79.489385,18
359,43.665523,-79.484892,3
360,43.668496,-79.485426,4
361,43.698841,-79.519472,10
362,43.658574,-79.487246,2
363,43.63985,-79.43703,13
364,43.665076,-79.341509,11
365,43.6323994,-79.40978179999999,13
366,43.6935477,-79.3301658,10
367,43.6438036,-79.4770327,6
368,43.65246,-79.413528,14
369,43.6548521,-79.35397680000001,3
370,43.630874,-79.482407,10
371,43.6704403,-79.45328549999999,6
372,43.6535,-79.354068,1
373,43.6617908,-79.361515,9
374,43.649709,-79.364184,18
375,43.666051,-79.374161,16
376,43.7005976,-79.397345,1
377,43.7029672,-79.3979073,3
378,43.68871,-79.39264,1
379,43.6834703,-79.5108942,4
380,43.7696262,-79.5025943,3
381,43.7641485,-79.5012809,14
382,43.76521,-79.491281,11
383,43.7724019,-79.4675395,4
384,43.7781116,-79.467963,3
385,43.707049,-79.40966,0
386,43.711751,-79.378615,11
387,43.732975,-79.40401,0
388,43.660274,-79.398049,4
389,43.699281,-79.318802,6
390,43.696631,-79.297436,7
391,43.650077,-79.391291,18
392,43.6765897,-79.3163022,12
393,43.650745,-79.383633,1
394,43.720233,-79.362092,0
395,43.6926825,-79.441042,3
396,43.7041957,-79.4094472,0
397,43.7078691,-79.39248,8
398,43.5880774,-79.5432067,10
399,43.754978,-79.1971289,6
400,43.6856,-79.3718,1
401,43.637764,-79.345359,18
402,43.6629228,-79.4018451,10
403,43.660296,-79.397107,2
404,43.7805505,-79.1301203,4
405,43.7777114,-79.1659711,2
406,43.779353,-79.193023,4
407,43.747854,-79.199327,6
408,43.7561681,-79.2026694,5
409,43.6002896,-79.5108692,14
410,43.6615467,-79.498398,8
411,43.6632257,-79.4397052,3
412,43.680095,-79.291714,6
413,43.691468,-79.288619,4
414,43.645609,-79.380386,40
415,43.6591666666667,-79.3855555555556,3
416,43.658777,-79.369596,2
417,43.6625395,-79.5030161,8
418,43.7004017,-79.4275305,0
419,43.77953,-79.45233,1
420,43.7774374,-79.4447096,17
421,43.6637403,-79.39806449999999,0
422,43.707045,-79.375437,4
423,43.6495789,-79.3762096,6
424,43.690903,-79.4375028,1
425,43.643253094827294,-79.41230469904167,14
426,43.6029904,-79.4926867,14
427,43.6596299,-79.4799176,7
428,43.6608333,-79.43166666666667,6
429,43.66083333333333,-79.43583333333333,10
430,43.69933,-79.39199,2
431,43.6653032,-79.4701178,3
432,43.6162721,-79.4990363,4
433,43.720645,-79.355474,14
434,43.6641174,-79.4588522,4
435,43.6424558,-79.4296346,15
436,43.6954486,-79.4026176,1
437,43.6850809,-79.3149901,8
438,43.6800218,-79.3405681,6
439,43.7842419,-79.1849889,0
440,43.6451308,-79.36536439999999,1
441,43.6482995,-79.3552533,2
442,43.65637299999999,-79.38781039999999,16
443,43.657838,-79.38631,3
444,43.778015,-79.131911,4
445,43.672079,-79.470171,14
446,43.690237,-79.350119,4
447,43.70942,-79.39139,1
448,43.671389,-79.382919,0
449,43.671561,-79.38117,9
450,43.669903,-79.387802,0
451,43.693256,-79.383238,1
452,43.65412449999999,-79.4636388,6
453,43.680207,-79.339243,7
454,43.6589882,-79.438715,2
455,43.6741219,-79.4352208,0
456,43.6469928,-79.3706665,1
457,43.683884,-79.36647,18
458,43.6578449,-79.3899265,6
459,43.6477785,-79.3847928,7
460,43.6856128,-79.31168269999999,4
461,43.681944,-79.390556,0
462,43.671771,-79.324961,17
463,43.64534,-79.409597,22
464,43.6393107,-79.4408141,9
465,43.68306889999999,-79.279682,8
466,43.6626628,-79.3323698,13
467,43.681114,-79.3373885,7
468,43.638925,-79.4168659,1
469,43.676216,-79.309395,8
470,43.652822,-79.378208,14
471,43.656633,-79.379625,17
472,43.686962,-79.286864,8
473,43.718039,-79.371914,0
474,43.672152,-79.39018,10
475,43.673019,-79.467994,13
476,43.72268,-79.37644,3
477,43.6504218,-79.4407647,7
478,43.68850459999999,-79.3940052,0
479,43.641705,-79.393295,12
480,43.647663,-79.487583,7
481,43.720998,-79.377456,0
482,43.72814640000001,-79.4032194,1
483,43.652327224103,-79.3882538196087,4
484,43.6438602,-79.4227573,7
485,43.7093201,-79.3996301,1
486,43.64920406876699,-79.49336334201408,17
487,43.6503935,-79.3860211,23
488,43.6399714,-79.39940399999999,9
489,43.68827060022711,-79.43937767081853,2
490,43.6614605,-79.37894570000002,2
491,43.69413548199171,-79.30058718775287,15
492,43.7254665,-79.40115449999999,2
493,43.7083577,-79.39886200000001,13
494,43.63840090000001,-79.4197107,10
495,43.7027268,-79.33368089999999,8
496,43.70567,-79.310554,8
497,43.635,-79.4088888888889,7
498,43.656784782853144,-79.35627385059036,7
499,43.732016,-79.403637,3
500,43.67515255542865,-79.38849615969643,5
501,43.67468857448634,-79.36701962396272,2
502,43.727365488246306,-79.3814254607724,2
503,43.6846177,-79.39245919999999,0
504,43.77345,-79.5002,3
505,43.686442,-79.313404,3
506,43.66402799999999,-79.40297869999999,5
507,43.65049,-79.3873,33
508,43.64134790000001,-79.4013882,17
509,43.64215,-79.377,17
510,43.6392777,-79.4115736,16
511,43.645102,-79.39744979999999,17
512,43.6602021,-79.4342726,5
513,43.644887,-79.45641169999999,10
514,43.680012,-79.34403250000001,2
515,43.637381,-79.406112,4
516,43.63811,-79.397877,17
517,43.64957,-79.432446,14
518,43.6700692,-79.2971326,6
519,43.6559476,-79.37558829999999,1
520,43.6677628,-79.30811709999999,9
521,43.6750806,-79.3068697,9
522,43.6754247,-79.4547813,5
523,43.6409957,-79.40966630000001,19
524,43.6593483,-79.34993659999999,16
525,43.67168,-79.421192,1
526,43.652634,-79.374222,5
527,43.6519501,-79.4060978,3
528,43.6613642,-79.3641171,5
529,43.6808774,-79.3304491,5
530,43.6623658,-79.3413344,15
531,43.6791345,-79.3263159,22
532,43.6478206,-79.3704721,10
533,43.635495,-79.40352209999999,3
534,43.6868681,-79.3110942,3
535,43.678177,-79.435364,3
536,43.6962302,-79.39504339999999,0
537,43.667076,-79.425116,2
538,43.649217,-79.465319,4
539,43.68005,-79.43469,0
540,43.675648,-79.4527619,7
541,43.6677246,-79.4041365,7
542,43.648437,-79.39838,10
543,43.6673,-79.374,11
544,43.6517925,-79.38269509999999,11
545,43.6372958,-79.4423237,9
546,43.6554793,-79.4302462,11
547,43.686352,-79.415894,0
548,43.6442457,-79.41610440000001,19
549,43.7741,-79.5005,1
550,43.683979,-79.410657,0
551,43.6472019,-79.3953394,14
552,43.6513927,-79.35794659999999,5
553,43.6647688,-79.3772602,1
554,43.6506,-79.381285,13
555,43.6408346,-79.3429074,3
556,43.6585504,-79.4497659,3
557,43.6484201,-79.40051919999999,22
558,43.693187,-79.314283,5
559,43.6425791,-79.40011729999999,9
560,43.6469251,-79.3733192,18
561,43.644395,-79.40065430000001,10
562,43.6463574,-79.391206,7
563,43.6682342,-79.3702641,2
564,43.6791876,-79.39071899999999,4
565,43.674446,-79.398331,7
566,43.6334636,-79.4143057,6
567,43.6352007,-79.4187711,5
568,43.6501644,-79.48296909999999,3
569,43.636804,-79.408832,1
570,43.6658804,-79.38761010000002,10
571,43.68035,-79.28357,5
572,43.6535052,-79.3667689,3
573,43.702418581463505,-79.2563167072858,0
574,43.68824135931814,-79.27046628033244,1
575,43.691688,-79.265027,5
576,43.697490048103,-79.25655146462776,9
577,43.69401297794256,-79.26257204548136,5
578,43.6929478,-79.28339980000001,14
579,43.6950192,-79.27180659999999,0
580,43.69263249999999,-79.4627536,1
581,43.7105975,-79.2541175,2
582,43.69415,-79.45782580000001,17
583,43.668500046272165,-79.3946235999697,14
584,43.70163,-79.44099,1
585,43.688028,-79.460265,7
586,43.68323,-79.455765,7
587,43.69466,-79.45376999999999,2
588,43.6784834,-79.3513564,1
589,43.65016869999999,-79.4963345,4
590,43.6492,-79.50601999999999,10
591,43.6897656,-79.2939525,3
592,43.6357643,-79.4674917,19
593,43.62369169999999,-79.4838132,4
594,43.648657,-79.458111,5
595,43.671293,-79.380471,12
596,43.699327072589426,-79.4493630391668,2
597,43.63560589999999,-79.4934616,4
598,43.7611741,-79.5114452,7
599,43.7603624,-79.5162777,9
600,43.62313,-79.4918,15
601,43.772445,-79.511912,4
602,43.653359,-79.365023,2
603,43.70643614257429,-79.25104443353288,10
604,43.655972,-79.370638,4
605,43.641952,-79.380723,5
606,43.646552,-79.399586,9
607,43.6591529,-79.3947953,4
608,43.659055,-79.440764,3
609,43.669576,-79.375961,3
610,43.706466,-79.29511,8
611,43.646314469245205,-79.44879407014527,12
612,43.65222662225532,-79.32295440954084,12
613,43.66526761605873,-79.47502122887077,4
614,43.66554144421798,-79.41010317605742,12
615,43.77649016265579,-79.5085364909097,7
616,43.655431,-79.380653,20
617,43.65351799690878,-79.38591063795928,6
618,43.59119994025076,-79.54449133041076,5
619,43.6544839,-79.34105699999999,16
620,43.65082785552666,-79.39698099821702,20
621,43.673843560032594,-79.46092618902435,3
622,43.647508351306186,-79.38604436555764,13
623,43.71513211098082,-79.33413623320465,6
624,43.71649675774656,-79.33089439933623,4
625,43.715537998967406,-79.32811427663442,0
626,43.70400405297843,-79.34807015078738,12
627,43.719632535237835,-79.33199950866776,13
628,43.70656159598004,-79.36781965092621,4
629,43.70518328279426,-79.34224729962946,8
630,43.70088225686968,-79.38736016665911,0
631,43.68688938028234,-79.40099513147447,2
632,43.63796,-79.387502,6
633,43.65484215542248,-79.40351232494366,5
634,43.6637,-79.400053,14
635,43.662857,-79.44618,6
636,43.788319,-79.123505,9
637,43.643025055165865,-79.39430137761319,13
638,43.7482972,-79.47570569999999,12
639,43.63737145931921,-79.38976958703309,29
640,43.73673829262113,-79.48227195568086,11
641,43.753107,-79.479626,1
642,43.7494501,-79.4869662,12
643,43.637695491830144,-79.42023184193503,14
644,43.64392767366328,-79.3687301736982,16
645,43.650033,-79.396555,30
646,43.639124514797004,-79.41423166721611,5
647,43.640978,-79.376785,32
648,43.658148,-79.398167,3
649,43.64570236705167,-79.41933192053696,14
650,43.663162,-79.309765,5
651,43.67883,-79.408723,0
652,43.640132,-79.380464,40
653,43.66793737272024,-79.35337335118456,11
654,43.6451635,-79.3831757,16
655,43.64817,-79.510392,13
656,43.661324,-79.449534,0
657,43.66496415990742,-79.38355031526893,0
658,43.640741,-79.3798521,0
659,43.663102,-79.373181,2
660,43.6322445,-79.4108105,19
661,43.655103,-79.389295,5
662,43.6563888888889,-79.4091666666667,18
663,43.649722,-79.416944,21
664,43.637894,-79.454823,9
665,43.6525077,-79.4654233,5
666,43.6535269,-79.4650569,7
667,43.652686,-79.358395,5
668,43.666850777484896,-79.38114574756837,6
